location,site,species,id,number,fl,tl,wt,month,season,year
lake,OP7-22-254,golden shiner,,1,80,89,6,may,spring,2022
lake,OP7-22-255,golden shiner,,1,71,84,5,may,spring,2022
lake,OP7-22-256,golden shiner,,1,86,95,6,may,spring,2022
lake,OP7-22-257,golden shiner,,1,72,86,4,may,spring,2022
lake,OP7-22-258,golden shiner,,1,104,115,NA,may,spring,2022
lake,OP7-22-259,golden shiner,,1,117,131,22,may,spring,2022
lake,OP7-22-261,golden shiner,,1,79,87,3,may,spring,2022
lake,OP7-22-263,golden shiner,,1,117,129,18,may,spring,2022
lake,OP7-22-264,golden shiner,,1,95,105,11,may,spring,2022
lake,OP7-22-265,golden shiner,,1,96,103,13,may,spring,2022
lake,OP7-22-266,golden shiner,,1,99,109,9,may,spring,2022
lake,OP7-22-267,golden shiner,,1,82,,5,may,spring,2022
lake,OP7-22-269,golden shiner,,1,68,,3,may,spring,2022
lake,OP7-22-371,golden shiner,,1,134,147,30,may,spring,2022
lake,OP7-22-378,golden shiner,,11,103,114,146,may,spring,2022
lake,OP7-22-379,golden shiner,,1,105,115,14,may,spring,2022
lake,OP7-22-380,golden shiner,,1,90,101,9,may,spring,2022
lake,OP7-22-381,golden shiner,,16,97,108,120,may,spring,2022
lake,OP7-22-382,golden shiner,,1,80,86,4,may,spring,2022
lake,OP7-22-383,golden shiner,,8,79,90,40,may,spring,2022
lake,OP8,golden shiner,,1,147,161,38.5,august,summer,2022
lake,OP8,golden shiner,,1,107,120,11.2,august,summer,2022
lake,OP8-22-398,golden shiner,,1,132,144,28,may,spring,2022
lake,OP8-22-399,golden shiner,,1,142,157,33,may,spring,2022
lake,OP8-22-401,golden shiner,,4,112,125,68,may,spring,2022
lake,OP9,golden shiner,,1,,,28.6,august,summer,2022
lake,OP9,golden shiner,,1,141,156,37.6,august,summer,2022
lake,OP9-22-280,golden shiner,,1,85,,4,may,spring,2022
creek,UP2-22-97,golden shiner,,1,110,130,19,may,spring,2022
creek,upstream,golden shiner,,bulk,,,262.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,244.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,308.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,273.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,245,april,spring,2024
creek,upstream,golden shiner,,bulk,,,61.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,65.8,april,spring,2024
creek,upstream,golden shiner,,1,114,125,15.8,april,spring,2024
creek,upstream,golden shiner,,1,80,89,4.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,167.8,april,spring,2024
creek,upstream,golden shiner,,3,,,78.9,april,spring,2024
creek,upstream,golden shiner,,1,140,153,39.1,april,spring,2024
creek,upstream,golden shiner,,1,138,151,21.8,april,spring,2024
creek,upstream,golden shiner,,1,130,145,24.4,april,spring,2024
creek,upstream,golden shiner,,1,125,138,22.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,420,april,spring,2024
creek,upstream,golden shiner,,bulk,,,245.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,354.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,345.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,172.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,199.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,224.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,85.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,28.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,208.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,487.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,330,april,spring,2024
creek,upstream,golden shiner,,bulk,,,135.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,57.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,165.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,211.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,56.7,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-1,1,110,122,17.9,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-2,1,105,118,13.9,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-3,1,120,135,20.9,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-4,1,98,110,10,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-5,1,105,117,13,april,spring,2024
creek,upstream,golden shiner,,1,107,117,12.8,april,spring,2024
creek,upstream,golden shiner,,1,105,115,11.9,april,spring,2024
creek,upstream,golden shiner,,1,109,120,12.8,april,spring,2024
creek,upstream,golden shiner,,1,85,94,5.2,april,spring,2024
creek,upstream,golden shiner,,1,100,109,14.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,52.5,april,spring,2024
creek,upstream,golden shiner,,1,136,147,32.8,april,spring,2024
creek,upstream,golden shiner,,1,140,150,27.8,april,spring,2024
creek,upstream,golden shiner,,1,125,135,24.2,april,spring,2024
creek,upstream,golden shiner,,1,142,152,39.6,april,spring,2024
creek,upstream,golden shiner,,1,132,143,26.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,248.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,320.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,108.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,52.4,april,spring,2024
creek,upstream,golden shiner,,1,98,108,9.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,380,april,spring,2024
creek,upstream,golden shiner,,bulk,,,234.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,50.7,april,spring,2024
creek,upstream,golden shiner,,1,105,115,10.9,april,spring,2024
creek,upstream,golden shiner,,1,97,107,8.7,april,spring,2024
creek,upstream,golden shiner,,1,121,131,17.9,april,spring,2024
creek,upstream,golden shiner,,1,71,79,3.3,april,spring,2024
creek,upstream,golden shiner,,1,124,137,18.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,192.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,167.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,236,april,spring,2024
creek,upstream,golden shiner,,bulk,,,155,april,spring,2024
creek,upstream,golden shiner,,bulk,,,193.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,111.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,28.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,158,april,spring,2024
creek,upstream,golden shiner,,bulk,,,268.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,136.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,231,april,spring,2024
creek,upstream,golden shiner,,bulk,,,287,april,spring,2024
creek,upstream,golden shiner,,bulk,,,146.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,77,april,spring,2024
creek,upstream,golden shiner,,bulk,,,325.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,265.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,144.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,65,april,spring,2024
creek,upstream,golden shiner,,bulk,,,233.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,226.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,408.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,116.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,134.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,56.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,288.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,360.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,321.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,286.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,123.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,391.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,341.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,111.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,450,april,spring,2024
creek,upstream,golden shiner,,bulk,,,182.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,289.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,260,april,spring,2024
creek,upstream,golden shiner,,bulk,,,262.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,244.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,308.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,273.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,245,april,spring,2024
creek,upstream,golden shiner,,bulk,,,61.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,65.8,april,spring,2024
creek,upstream,golden shiner,,1,114,125,15.8,april,spring,2024
creek,upstream,golden shiner,,1,80,89,4.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,167.8,april,spring,2024
creek,upstream,golden shiner,,3,,,78.9,april,spring,2024
creek,upstream,golden shiner,,1,140,153,39.1,april,spring,2024
creek,upstream,golden shiner,,1,138,151,21.8,april,spring,2024
creek,upstream,golden shiner,,1,130,145,24.4,april,spring,2024
creek,upstream,golden shiner,,1,125,138,22.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,368.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,551.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,479.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,448.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,388.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,334.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,258,april,spring,2024
creek,upstream,golden shiner,,bulk,,,120.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,33.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,272.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,304.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,150,april,spring,2024
creek,upstream,golden shiner,,bulk,,,295,april,spring,2024
creek,upstream,golden shiner,,bulk,,,195.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,388,april,spring,2024
creek,upstream,golden shiner,,bulk,,,257,april,spring,2024
creek,upstream,golden shiner,,bulk,,,91.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,123.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,26.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,62.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,35.3,april,spring,2024
creek,upstream,golden shiner,,1,75,84,3.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,174.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,222.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,316.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,192.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,255.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,233.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,320.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,315.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,335.2,april,spring,2024
creek,upstream,golden shiner,,bulk,,,252.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,242.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,269.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,206.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,150.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,30.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,308.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,245.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,185.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,280,april,spring,2024
creek,upstream,golden shiner,,bulk,,,252.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,100,april,spring,2024
creek,upstream,golden shiner,,bulk,,,89.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,114.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,46,april,spring,2024
creek,upstream,golden shiner,,bulk,,,275.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,190,april,spring,2024
creek,upstream,golden shiner,,bulk,,,141,april,spring,2024
creek,upstream,golden shiner,,bulk,,,120.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,177.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,30,april,spring,2024
creek,upstream,golden shiner,,bulk,,,115.5,april,spring,2024
creek,upstream,golden shiner,,1,93,103,9.7,april,spring,2024
creek,upstream,golden shiner,,1,95,105,10.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,162.9,april,spring,2024
creek,upstream,golden shiner,,1,92,102,7.7,april,spring,2024
creek,upstream,golden shiner,,1,95,105,9.5,april,spring,2024
creek,upstream,golden shiner,,1,105,115,14.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,198.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,207.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,245.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,316.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,215.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,141.3,april,spring,2024
creek,upstream,golden shiner,,bulk,,,174.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,120.6,april,spring,2024
creek,upstream,golden shiner,,bulk,,,113.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,104.9,april,spring,2024
creek,upstream,golden shiner,,1,115,127,15.1,april,spring,2024
creek,upstream,golden shiner,,1,120,134,18.9,april,spring,2024
creek,upstream,golden shiner,,bulk,,,145.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,249.8,april,spring,2024
creek,upstream,golden shiner,,bulk,,,207.1,april,spring,2024
creek,upstream,golden shiner,,bulk,,,140.3,april,spring,2024
creek,upstream,golden shiner,,1,110,121,15.5,april,spring,2024
creek,upstream,golden shiner,,1,113,123,13.6,april,spring,2024
creek,upstream,golden shiner,,1,104,114,8.8,april,spring,2024
creek,upstream,golden shiner,,1,82,90,4.7,april,spring,2024
creek,upstream,golden shiner,,bulk,,,190.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,148.5,april,spring,2024
creek,upstream,golden shiner,,bulk,,,171,april,spring,2024
creek,upstream,golden shiner,,1,100,112,12.9,april,spring,2024
creek,upstream,golden shiner,FN-M24-GS-6,1,130,143,26.9,april,spring,2024
creek,upstream,golden shiner,,1,118,131,19.4,april,spring,2024
creek,upstream,golden shiner,,1,120,135,20,april,spring,2024
creek,upstream,golden shiner,,1,98,111,10,april,spring,2024
creek,upstream,golden shiner,,1,95,107,8.4,april,spring,2024
creek,upstream,golden shiner,,bulk,,,35.9,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-1,1,96,106,7,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-2,1,120,131,21.7,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-3,1,106,118,13.1,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-4,1,95,105,8.9,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-5,1,107,117,11.9,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-6,1,110,122,12.3,april,spring,2024
creek,upstream,golden shiner,CR5-M24-GS-7,1,102,112,9,april,spring,2024
creek,upstream,golden shiner,,1,130,145,24.5,april,spring,2024
creek,upstream,golden shiner,,1,101,112,10.2,april,spring,2024
creek,upstream,golden shiner,,1,118,135,17.6,april,spring,2024
creek,upstream,golden shiner,,1,100,111,10,april,spring,2024
creek,upstream,golden shiner,,1,98,109,9,april,spring,2024
creek,upstream,golden shiner,,1,100,109,11.5,april,spring,2024
creek,upstream,golden shiner,,1,94,104,8.6,april,spring,2024
creek,upstream,golden shiner,,1,96,106,11.1,april,spring,2024
creek,upstream,golden shiner,,1,110,124,,april,spring,2024
creek,upstream,golden shiner,,1,97,107,,april,spring,2024
creek,upstream,golden shiner,,1,98,109,,april,spring,2024
creek,upstream,golden shiner,,1,110,123,,april,spring,2024
creek,upstream,golden shiner,,1,102,112,,april,spring,2024
creek,upstream,golden shiner,,bulk,,,121.4,april,spring,2024
creek,upstream,golden shiner,,1,83,93,6.9,august,summer,2024
creek,upstream,golden shiner,CR1-A24-GS-3,1,96,107,9.5,august,summer,2024
creek,upstream,golden shiner,CR1-A24-GS-4,1,111,122,13.8,august,summer,2024
creek,upstream,golden shiner,CR1-A24-GS-5,1,80,89,5.2,august,summer,2024
creek,upstream,golden shiner,CR5-A24-GS-1,1,95,105,8.4,august,summer,2024
creek,upstream,golden shiner,CR5-A24-GS-2,1,101,110,11.5,august,summer,2024
creek,upstream,golden shiner,CR5-A24-GS-3,1,68,76,2.2,august,summer,2024
creek,upstream,golden shiner,CR5-A24-GS-5,1,99,110,11.2,august,summer,2024
creek,upstream,golden shiner,FN-A23-GS-3,1,78,87,5.2,august,summer,2023
creek,upstream,golden shiner,,1,62,69,2.4,august,summer,2023
creek,upstream,golden shiner,FN-A23-GS-4,1,78,87,4.9,august,summer,2023
creek,upstream,golden shiner,FN-A23-GS-5,1,87,95,7.5,august,summer,2023
creek,upstream,golden shiner,,1,89,99,7.2,august,summer,2023
creek,upstream,golden shiner,,1,87,98,6.7,august,summer,2023
creek,upstream,golden shiner,,1,79,87,4.8,august,summer,2023
creek,upstream,golden shiner,FN-A23-GS-1,1,96,107,10.4,august,summer,2023
creek,upstream,golden shiner,,1,85,95,6.2,august,summer,2023
creek,upstream,golden shiner,,1,95,105,9.6,august,summer,2023
creek,upstream,golden shiner,,1,60,67,2.2,august,summer,2023
creek,upstream,golden shiner,FN-A23-GS-6,1,110,121,15.4,august,summer,2023
creek,upstream,golden shiner,,1,91,103,6.1,august,summer,2023
creek,upstream,golden shiner,,1,97,106,10,august,summer,2023
creek,upstream,golden shiner,,1,85,95,10,august,summer,2023
creek,upstream,golden shiner,,1,85,95,6.7,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-2,1,121,133,17.1,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-3,1,109,117,13.9,august,summer,2023
creek,upstream,golden shiner,,1,152,167,49.4,august,summer,2023
creek,upstream,golden shiner,,1,114,124,16,august,summer,2023
creek,upstream,golden shiner,,1,150,165,31.2,august,summer,2023
creek,upstream,golden shiner,,1,125,138,22.3,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-7,1,93,102,8.1,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-8,1,104,115,11.2,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-9,1,106,119,13.4,august,summer,2023
creek,upstream,golden shiner,CR5-A23-GS-10,1,91,102,8.3,august,summer,2023
creek,upstream,golden shiner,,1,118,130,18.5,august,summer,2023
creek,upstream,golden shiner,,1,82,92,5.2,august,summer,2023
creek,upstream,golden shiner,,1,112,124,14.2,august,summer,2023
creek,upstream,golden shiner,,1,95,106,10,august,summer,2023
creek,upstream,golden shiner,,1,112,124,15.7,august,summer,2023
creek,upstream,golden shiner,,1,95,106,10,august,summer,2023
creek,upstream,golden shiner,,1,80,90,5.3,august,summer,2023
creek,upstream,golden shiner,,1,107,117,13.4,august,summer,2023
creek,upstream,golden shiner,,1,98,109,10.3,august,summer,2023
creek,upstream,golden shiner,,1,119,131,22.1,august,summer,2023
creek,upstream,golden shiner,,1,110,122,14.7,august,summer,2023
creek,upstream,golden shiner,,1,161,180,50,may,spring,2023
creek,upstream,golden shiner,,1,115,127,17.3,may,spring,2023
creek,upstream,golden shiner,,1,95,104,7.5,may,spring,2023
creek,upstream,golden shiner,,1,82,92,5.9,may,spring,2023
creek,upstream,golden shiner,,1,105,115,12.2,may,spring,2023
creek,upstream,golden shiner,,1,86,92,6.2,may,spring,2023
creek,upstream,golden shiner,,1,102,115,13,may,spring,2023
creek,upstream,golden shiner,,1,95,107,8.4,may,spring,2023
creek,upstream,golden shiner,,1,78,88,5.8,may,spring,2023
creek,upstream,golden shiner,,1,94,104,8.7,may,spring,2023
creek,upstream,golden shiner,,1,95,105,8.8,may,spring,2023
creek,upstream,golden shiner,,1,136,152,28.1,may,spring,2023
creek,upstream,golden shiner,,1,74,84,4,may,spring,2023
creek,upstream,golden shiner,,1,82,91,5.4,may,spring,2023
creek,upstream,golden shiner,,1,90,99,7.1,may,spring,2023
creek,upstream,golden shiner,,1,114,125,17.3,may,spring,2023
creek,upstream,golden shiner,,1,112,123,14.5,may,spring,2023
creek,upstream,golden shiner,,1,75,83,4.3,may,spring,2023
creek,upstream,golden shiner,,7,103,114,80.7,may,spring,2023
creek,upstream,golden shiner,,1,94,105,8.2,may,spring,2023
creek,upstream,golden shiner,,6,91,102,61.9,may,spring,2023
creek,upstream,golden shiner,,3,93,103,27.2,may,spring,2023
creek,upstream,golden shiner,,1,154,168,45.6,may,spring,2023
creek,upstream,golden shiner,,2,88,99,12.8,may,spring,2023
creek,upstream,golden shiner,,4,85,95,29.4,may,spring,2023
creek,upstream,golden shiner,,5,88,98,35.4,may,spring,2023
creek,upstream,golden shiner,,2,96,106,19.3,may,spring,2023
creek,upstream,golden shiner,,1,100,113,11.6,may,spring,2023
creek,upstream,golden shiner,,1,105,116,12.4,may,spring,2023
creek,upstream,golden shiner,,1,122,136,21.8,may,spring,2023
creek,upstream,golden shiner,,5,75,84,18.2,may,spring,2023
creek,upstream,golden shiner,,2,97,107,24.1,may,spring,2023
creek,upstream,golden shiner,,3,86,97,20.6,may,spring,2023
creek,upstream,golden shiner,,1,77,86,4.6,may,spring,2023
creek,upstream,golden shiner,,1,105,117,10,may,spring,2023
creek,upstream,golden shiner,,1,86,96,7.7,may,spring,2023
creek,upstream,golden shiner,,1,108,119,13.7,may,spring,2023
creek,upstream,golden shiner,,3,81,90,13.8,may,spring,2023
creek,upstream,golden shiner,,1,152,167,46.6,may,spring,2023
creek,upstream,golden shiner,,5,86,96,43.8,may,spring,2023
creek,upstream,golden shiner,,3,96,108,33.4,may,spring,2023
creek,upstream,golden shiner,,2,83,94,11.3,may,spring,2023
creek,upstream,golden shiner,,3,84,94,15.7,may,spring,2023
creek,upstream,golden shiner,,3,100,110,32.1,may,spring,2023
creek,upstream,golden shiner,,4,93,105,34,may,spring,2023
creek,upstream,golden shiner,,1,124,135,23.3,may,spring,2023
creek,upstream,golden shiner,,4,97,107,34.4,may,spring,2023
creek,upstream,golden shiner,,2,94,104,17.9,may,spring,2023
creek,upstream,golden shiner,,6,74,83,26.7,may,spring,2023
creek,upstream,golden shiner,,1,128,142,21.6,may,spring,2023
creek,upstream,golden shiner,,3,93,103,32.7,may,spring,2023
creek,upstream,golden shiner,,3,100,110,30.6,may,spring,2023
creek,upstream,golden shiner,,4,82,90,20.6,may,spring,2023
creek,upstream,golden shiner,,3,93,104,21.7,may,spring,2023
creek,upstream,golden shiner,,1,73,82,4.6,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-1,1,120,131,19.1,may,spring,2023
creek,upstream,golden shiner,,1,124,139,19.8,may,spring,2023
creek,upstream,golden shiner,,1,88,97,6.7,may,spring,2023
creek,upstream,golden shiner,,1,108,117,11.9,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-2,1,95,109,10,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-3,1,75,85,4.5,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-4,1,101,114,11.8,may,spring,2023
creek,upstream,golden shiner,,1,87,97,6.6,may,spring,2023
creek,upstream,golden shiner,,1,115,127,18.3,may,spring,2023
creek,upstream,golden shiner,,1,115,128,15.2,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-5,1,71,79,3.7,may,spring,2023
creek,upstream,golden shiner,,1,89,100,7.8,may,spring,2023
creek,upstream,golden shiner,,1,114,125,14.1,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-6,1,94,104,8.7,may,spring,2023
creek,upstream,golden shiner,,1,90,100,8.1,may,spring,2023
creek,upstream,golden shiner,,1,92,95,8.9,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-7,1,95,105,9.6,may,spring,2023
creek,upstream,golden shiner,,1,105,115,13,may,spring,2023
creek,upstream,golden shiner,,1,96,107,10,may,spring,2023
creek,upstream,golden shiner,,1,103,115,12.1,may,spring,2023
creek,upstream,golden shiner,,1,112,124,16.1,may,spring,2023
creek,upstream,golden shiner,,1,133,146,26.9,may,spring,2023
creek,upstream,golden shiner,,1,90,100,7.9,may,spring,2023
creek,upstream,golden shiner,FN-M23-GS-12,1,98,107,9.8,may,spring,2023
creek,upstream,golden shiner,,1,109,122,14,may,spring,2023
creek,upstream,golden shiner,,1,122,134,20,may,spring,2023
creek,upstream,golden shiner,,1,130,145,27.5,may,spring,2023
creek,upstream,golden shiner,,1,125,128,22.8,may,spring,2023
creek,upstream,golden shiner,,1,94,105,9,may,spring,2023
creek,upstream,golden shiner,,1,83,93,6,may,spring,2023
creek,upstream,golden shiner,,1,81,90,5.2,may,spring,2023
creek,upstream,golden shiner,,1,79,89,4.8,may,spring,2023
creek,upstream,golden shiner,,1,43,48,0.5,may,spring,2023
creek,upstream,golden shiner,,1,100,112,9.6,may,spring,2023
creek,upstream,golden shiner,,1,90,100,7.9,may,spring,2023
creek,upstream,golden shiner,,1,94,105,7.9,may,spring,2023
creek,upstream,golden shiner,,1,90,99,7.6,may,spring,2023
creek,upstream,golden shiner,,1,86,97,6.9,may,spring,2023
creek,upstream,golden shiner,,1,80,88,4.9,may,spring,2023
creek,upstream,golden shiner,,1,91,100,7.7,may,spring,2023
creek,upstream,golden shiner,,1,98,108,11.2,may,spring,2023
creek,upstream,golden shiner,,1,87,95,6.9,may,spring,2023
creek,upstream,golden shiner,,1,,,,may,spring,2023
creek,upstream,golden shiner,,1,104,115,10.9,may,spring,2023
creek,upstream,golden shiner,,1,97,108,9,may,spring,2023
creek,upstream,golden shiner,,1,125,137,21.5,may,spring,2023
creek,upstream,golden shiner,,1,84,95,9.7,may,spring,2023
creek,upstream,golden shiner,,1,77,87,4.7,may,spring,2023
creek,upstream,golden shiner,,1,73,82,4.1,may,spring,2023
creek,upstream,golden shiner,,1,98,108,10.6,may,spring,2023
creek,upstream,golden shiner,,1,97,108,9.5,may,spring,2023
creek,upstream,golden shiner,,1,79,88,5.6,may,spring,2023
creek,upstream,golden shiner,,1,45,50,0.2,may,spring,2023
creek,upstream,golden shiner,,1,93,105,7.9,may,spring,2023
creek,upstream,golden shiner,,1,95,106,9.1,may,spring,2023
creek,upstream,golden shiner,,1,87,97,6.2,may,spring,2023
creek,upstream,golden shiner,,1,89,100,7.8,may,spring,2023
creek,upstream,golden shiner,,1,92,102,8.7,may,spring,2023
creek,upstream,golden shiner,,1,97,108,10.7,may,spring,2023
creek,upstream,golden shiner,,1,97,110,11.2,may,spring,2023
creek,upstream,golden shiner,,1,90,100,7.4,may,spring,2023
creek,upstream,golden shiner,,1,81,90,5.8,may,spring,2023
creek,upstream,golden shiner,,1,90,98,5.6,may,spring,2023
creek,upstream,golden shiner,,1,87,97,6.2,may,spring,2023
creek,upstream,golden shiner,,1,94,105,8.6,may,spring,2023
creek,upstream,golden shiner,,1,90,99,7.5,may,spring,2023
creek,upstream,golden shiner,,1,80,90,5.4,may,spring,2023
creek,upstream,golden shiner,,1,73,80,4,may,spring,2023
creek,upstream,golden shiner,,1,96,108,9.1,may,spring,2023
creek,upstream,golden shiner,,1,75,85,3.8,may,spring,2023
creek,upstream,golden shiner,,1,108,120,12.5,may,spring,2023
creek,upstream,golden shiner,,1,100,112,11.1,may,spring,2023
creek,upstream,golden shiner,,1,89,99,7.1,may,spring,2023
creek,upstream,golden shiner,,1,105,117,13.2,may,spring,2023
creek,upstream,golden shiner,,1,100,110,10.9,may,spring,2023
